ID,Comments,raw text,emojis
157,that's good to hear! ❤ i'm good as well. didn't realize when you came back 😂 twitter's been a mess so i mostly just see the same few moots and a lot of random strangers on my tl 😭,that's good to hear! ❤ i'm good as well. didn't realize when you came back  twitter's been a mess so i mostly just see the same few moots and a lot of random strangers on my tl ,"['😂', '😭']"
158,totally understandable shhshshs and yes pls everything you got on mark 😔🙏🙏 the post concert depression is horrible,totally understandable shhshshs and yes pls everything you got on mark  the post concert depression is horrible,"['😔', '🙏', '🙏']"
159,i’m exhausted 🥱,i’m exhausted ,['🥱']
160,ur cooking with these card designs 👨‍🍳😮‍💨,ur cooking with these card designs ‍‍,"['👨', '🍳', '😮', '💨']"
161,i could watch him do a cooking show all day long and night!!!!!👨‍🍳👨‍🍳👨‍🍳🥘🥘🥘,i could watch him do a cooking show all day long and night!!!!!‍‍‍,"['👨', '🍳', '👨', '🍳', '👨', '🍳', '🥘', '🥘', '🥘']"
162,"i’m selling four (4) sec 110 tickets to taylor swift eras tour concert in atlanta on 4/28  4/29 (two for each dates)

🏷 eras tour, taylor swift #taylorswifterastour","i’m selling four (4) sec 110 tickets to taylor swift eras tour concert in atlanta on 4/28 &amp; 4/29 (two for each dates)

 eras tour, taylor swift #taylorswifterastour",['🏷']
163,"thinking of making a street photography in the night 

what y’all think👨‍🍳","thinking of making a street photography in the night 

what y’all think‍","['👨', '🍳']"
164,i’m just shocked it’s slept on 😭😭like it’s a perfect song to listen to when ur at a coffee shop or studying 🤭,i’m just shocked it’s slept on like it’s a perfect song to listen to when ur at a coffee shop or studying ,"['😭', '😭', '🤭']"
165,with a friend 😏,with a friend ,['😏']
166,"if you release this  you are really cooking 👨‍🍳

#fifa23 #fut23 #tots #icon","if you release this  you are really cooking ‍

#fifa23 #fut23 #tots #icon","['👨', '🍳']"
167,taking the space by storm 🔥🧑‍🍳,taking the space by storm ‍,"['🔥', '🧑', '🍳']"
168,yea she is i got her in one pull ? 😭,yea she is i got her in one pull ? ,['😭']
169,"checkerboard cakes are always fun to bake and assemble. this one was commissioned for a special birthday. chocolate orange, vanilla, and dark chocolate mousse sponges. a side hustle to academic work, maybe one day.. 👩🏻‍🍳","checkerboard cakes are always fun to bake and assemble. this one was commissioned for a special birthday. chocolate orange, vanilla, and dark chocolate mousse sponges. a side hustle to academic work, maybe one day.. ‍","['👩', '🏻', '🍳']"
170,i’m surprised this song didn’t blow up like it should’ve . this song is so mellow n relaxing 🤭10/10,i’m surprised this song didn’t blow up like it should’ve . this song is so mellow n relaxing 10/10,['🤭']
171,the colour palette of ruby’s elvis instagram is 👩🏻‍🍳💋,the colour palette of ruby’s elvis instagram is ‍,"['👩', '🏻', '🍳', '💋']"
172,i wouldn’t like him too if he was always cooking my favorite player 🧑🏽‍🍳,i wouldn’t like him too if he was always cooking my favorite player ‍,"['🧑', '🏽', '🍳']"
173,he is the king of the charts 😭👍,he is the king of the charts ,"['😭', '👍']"
174,"i unconsciously gatekeeped my favorite lesbians, my two moms that i miss so much ☹️💗","i unconsciously gatekeeped my favorite lesbians, my two moms that i miss so much ☹️",['💗']
175,chai…walai for we wey no be celeb like this oh😂,chai…walai for we wey no be celeb like this oh,['😂']
176,"i'll have to disagree on that 
if you steal from  
the statistics say you will most likely get away with it, in any past  present country in the world 
🤔 wait would that mean every state is a failed state when it comes to security?","i'll have to disagree on that 
if you steal from  
the statistics say you will most likely get away with it, in any past &amp; present country in the world 
 wait would that mean every state is a failed state when it comes to security?",['🤔']
177,cant play fncs🧑‍🍳🔫,cant play fncs‍,"['🧑', '🍳', '🔫']"
178,oh i know😭 i only watched like 50 sum episodes and it was the last half of the arc and i watched that at 2x speed,oh i know i only watched like 50 sum episodes and it was the last half of the arc and i watched that at 2x speed,['😭']
179,what a fail i made my dad and his gf watch the beginning of the haunting of hill house instead of bly manor but that was such a stupid idea bly manor is so much better 😭,what a fail i made my dad and his gf watch the beginning of the haunting of hill house instead of bly manor but that was such a stupid idea bly manor is so much better ,['😭']
180,"idk what kinda chemistry you're expecting from two very broken, trauma-bonded individuals. 😭 
like their relationship was shown very realistically...","idk what kinda chemistry you're expecting from two very broken, trauma-bonded individuals.  
like their relationship was shown very realistically...",['😭']
181,#spoileralert ion care what goes down. i'm still growing weed this summer. 👨🏽‍🍳🌿🔥🔥🔥🔥,#spoileralert ion care what goes down. i'm still growing weed this summer. ‍,"['👨', '🏽', '🍳', '🌿', '🔥', '🔥', '🔥', '🔥']"
182,"they could not make a down payment for roasted corn, so i had to give them the name.😭😂","they could not make a down payment for roasted corn, so i had to give them the name.","['😭', '😂']"
183,"how do you want them? sunny side up? eggcelent choice 🍳 

#mark #마크
#goldenhour #mark_goldenhour #nctlab
#nct #nct127 #nctdream","how do you want them? sunny side up? eggcelent choice  

#mark #마크
#goldenhour #mark_goldenhour #nctlab
#nct #nct127 #nctdream",['🍳']
184,"two days in a row now and tpb woke up asking if we were going to see her again

😭","two days in a row now and tpb woke up asking if we were going to see her again

",['😭']
185,"#mark_goldenhour streaming chain🍳

🔗 

🎀     

qrt with your proof! 🩵

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","#mark_goldenhour streaming chain

 

     

qrt with your proof! 🩵

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","['🍳', '🔗', '🎀']"
186,"yes you should be proud of your hard work, markie. we are also very proud of you 🥺💖","yes you should be proud of your hard work, markie. we are also very proud of you ","['🥺', '💖']"
187,"the nonprofit marketing recipe for success:

👨‍🍳 video, video, and more video!!
👩‍🍳 identifying the best time of day to post
🧈 posting authentic content
🍪 playing around with fundraising tools like donation stickers 

keep the learning going 👉 what's something you are doing ?","the nonprofit marketing recipe for success:

‍ video, video, and more video!!
‍ identifying the best time of day to post
 posting authentic content
 playing around with fundraising tools like donation stickers 

keep the learning going  what's something you are doing ?","['👨', '🍳', '👩', '🍳', '🧈', '🍪', '👉']"
188,who let me cook 👨‍🍳🔥🔥,who let me cook ‍,"['👨', '🍳', '🔥', '🔥']"
189,"et pour mon privé 
who is your account dedicated to ?

🌷 icon • dylan o brien
🌻 user • jaemin et 7 days 
🌸 header • random 
💐 bio • tadashi hamada, neil perry, even naesheim
🌼 link • skam
🪷 location • random 
🌺 pinned • dead poets society","et pour mon privé 
who is your account dedicated to ?

 icon • dylan o brien
 user • jaemin et 7 days 
 header • random 
 bio • tadashi hamada, neil perry, even naesheim
 link • skam
🪷 location • random 
 pinned • dead poets society","['🌷', '🌻', '🌸', '💐', '🌼', '🌺']"
190,"giving it to yall for free👨🏾‍🍳
y’all would be surprised how much we will profit off of player props, anything to be honest✅ free advice to stay in the green🤑
#fliff #prizepicks #locks #freepicks 
#sportsbettingtwitter #gamblingtwitter #handicapper","giving it to yall for free‍
y’all would be surprised how much we will profit off of player props, anything to be honest✅ free advice to stay in the green
#fliff #prizepicks #locks #freepicks 
#sportsbettingtwitter #gamblingtwitter #handicapper","['👨', '🏾', '🍳', '🤑']"
191,also.. new planter! painted it pink this weekend and just lined it. will be planting my herbs in here for easy access 🧑‍🍳,also.. new planter! painted it pink this weekend and just lined it. will be planting my herbs in here for easy access ‍,"['🧑', '🍳']"
192,success for your project 🙌🏻,success for your project ,"['🙌', '🏻']"
193,"omg hi, it's been forever! hope you're doing well 🥺","omg hi, it's been forever! hope you're doing well ",['🥺']
194,pink/purple/red is my favorite color of haechan hair 💗 he looks more attractive anjir rilll 🥴🥴🥴🥴,pink/purple/red is my favorite color of haechan hair  he looks more attractive anjir rilll ,"['💗', '🥴', '🥴', '🥴', '🥴']"
195,"you know, as fucked up his situation is now,...i wish i can feel bad about ethan. (h3h3) 😒","you know, as fucked up his situation is now,...i wish i can feel bad about ethan. (h3h3) ",['😒']
196,we really love you confident mark 🤍,we really love you confident mark ,['🤍']
197,"his fanservice is 100000000, but why does his fanservice come to terrible people😭","his fanservice is 100000000, but why does his fanservice come to terrible people",['😭']
198,thank you 🤍,thank you ,['🤍']
199,"et pour meowpouts:
who is your account dedicated to ?

🌷 icon • random
🌻 user • yoongi 
🌸 header • random 
💐 bio • none
🌼 link • none
🪷 location • troye, pronouns, age, nomin 
🌺 pinned • harry et hermione","et pour meowpouts:
who is your account dedicated to ?

 icon • random
 user • yoongi 
 header • random 
 bio • none
 link • none
🪷 location • troye, pronouns, age, nomin 
 pinned • harry et hermione","['🌷', '🌻', '🌸', '💐', '🌼', '🌺']"
200,thank you 🤍,thank you ,['🤍']
201,this is really nice title🔥,this is really nice title,['🔥']
202,"this current stage of my life requires me to pray more, work harder, and say less🤞🏽🤫","this current stage of my life requires me to pray more, work harder, and say less","['🤞', '🏽', '🤫']"
